...1,contain,name_g,score_g,num_g,score_i,num_i,score_t,num_t,address,區,路,段,cate_早餐,cate_中式,cate_日式,cate_韓式,cate_港式,cate_東南亞,cate_美式,cate_中東,cate_歐式,cate_非洲,cate_甜點.咖啡廳,cate_飲料,cate_酒吧,ave_price,image_file,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,image_source,link_i,link_t,name_i,name_t,max_price,min_price,score_w
1638,two,大江戶手握手作,4.4,476,4.6,9,,,臺北市信義區永吉路30巷77號,信義區,永吉路,,0,0,1,0,0,0,0,0,0,0,0,0,0,250,xinyi_216.png,"11:30-14:30, 17:30-22:30","11:30-14:30, 17:30-22:30",17:30-22:30,"11:30-14:30, 17:30-22:30","11:30-14:30, 17:30-22:30","12:00-15:00, 17:30-22:30","11:30-14:30, 17:30-22:30",https://lh3.googleusercontent.com/GVewCcPyq_ndao02FElbS2ghw-ATqtEshYqWzvDfZthQTdR3bwsKCeY0UQz2xuwk_-z0M3rFpU8JkoN_dNQuz0rYdRMSG8CEeD4AjUxb3TS6=s600,https://ifoodie.tw/restaurant/56aa591d2756dd600d5e595a-%E5%A4%A7%E6%B1%9F%E6%88%B6%E6%89%8B%E6%8F%A1%E6%89%8B%E4%BD%9C,,大江戶手握手作,,NA,NA,
1639,two,Maccanti馬卡諦義大利冰淇淋台北BELLAVITA店,4.1,19,4,1,,,臺北市信義區松仁路28號B2樓,信義區,松仁路,,0,0,0,0,0,0,0,0,0,0,1,1,0,350,xinyi_217.png,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:00,11:00-22:00,11:00-21:30,https://lh3.googleusercontent.com/E3HKE6a-wOE6TFkIiP1y7Kai0AUAwHRbE2uzHxKmwnwnyMU9Yu7O-0PsZ1Nce7LDFMXya9GtcR7TvHL19WYdG1jWW7eLjyydLhhTKCTXkkju=s600,https://ifoodie.tw/restaurant/63b22e1977b9e96cd892f6ce-Maccanti%E9%A6%AC%E5%8D%A1%E8%AB%A6%E7%BE%A9%E5%A4%A7%E5%88%A9%E5%86%B0%E6%B7%87%E6%B7%8B%E5%8F%B0%E5%8C%97B,,Maccanti馬卡諦義大利冰淇淋台北BELLAVITA店,,NA,NA,
1640,two,Miga Kitchen Pasta . 米家廚房義大利麵,4.3,1283,4.4,13,,,臺北市信義區信義路四段395巷6弄12號,信義區,信義路,四段,0,0,0,0,0,0,0,0,1,0,1,0,0,1000,xinyi_218.png,"11:30-15:30, 16:30-21:00","11:30-15:30, 16:30-21:00","11:30-15:30, 16:30-21:00","11:30-15:30, 16:30-21:00","11:30-15:30, 16:30-21:00",04:30-21:00,"11:30-15:30, 16:30-21:00",https://lh3.googleusercontent.com/TVntF3zjyc6jBvnI6GiaTTxSBZrqgdhBstOSZqojJT0A0v6l0pZMINzLNqZR6BIuQFnUy_N5pI1T9zi7b0KQdzyNZpvchQ=s600,https://ifoodie.tw/restaurant/574ee61123679c31d19c08f4-%E7%B1%B3%E5%AE%B6%E5%BB%9A%E6%88%BF-Miga-Kitchen-Pa,,米家廚房 Miga Kitchen Pasta,,NA,NA,
1641,two,小醉好 Cafe by Another Round,5,1044,5,7,,,臺北市信義區忠孝東路五段61號,信義區,忠孝東路,五段,1,0,0,0,0,0,1,0,0,0,1,0,0,500,xinyi_219.png,14:00-00:00,14:00-00:00,14:00-00:00,14:00-00:00,14:00-00:00,"00:00-04:00, 14:00-00:00","14:00-00:00, 00:00-04:00",https://lh3.googleusercontent.com/O6eN1lyRE93_g386yC9wIahxLQE3xUwpz3Ow1vf3wJ2heUcQmk6uBuwfqANgO77MzPSAgAND9jJF_7qaP1pP73x6M7uV4DjhH5Aas4BbXbYe=s600,https://ifoodie.tw/restaurant/63341381658aba42f8aa1f1c-Cafe-by-Another-Roun,,Cafe by Another Round 小醉好,,NA,NA,
1642,two,營火 Campfire Cafe,4.9,114,4.9,2,,,臺北市信義區光復南路419巷76號,信義區,光復南路,,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,xinyi_222.png,休息,休息,14:00-21:00,14:00-21:00,14:00-21:00,14:00-23:00,14:00-23:00,https://lh3.googleusercontent.com/YtLnQBdhnVarb6NQjB6l0lIcxiQ5Itl7MQ0R6_X11yBTTSgGQEY-A9A1AQJdoVyPXox_jRKrfINr_J1iPqlEBOCgk8vdu-3W4YbtG2MW3UaR=s600,https://ifoodie.tw/restaurant/6370f08f658aba17a81d0473-%E7%87%9F%E7%81%AB-Campfire-Cafe,,營火 Campfire Cafe,,NA,NA,
1643,two,Meecha Meecha,4.7,120,4.7,8,,,臺北市信義區基隆路二段14號,信義區,基隆路,二段,0,0,1,0,0,0,1,0,0,0,0,0,1,600,xinyi_223.png,"00:00-02:00, 18:00-00:00","00:00-02:00, 18:00-00:00","00:00-02:00, 18:00-00:00","00:00-02:00, 18:00-00:00","00:00-02:00, 18:00-00:00","00:00-03:00, 18:00-00:00","18:00-00:00, 00:00-03:00",https://lh3.googleusercontent.com/5h3RRToismTIszeLdQ6GuG5Ew9v51TgoPjtwOM00sg1PvjJxHIX1gQGllUHp0UpvdYrl41JR2t2ffpdsLLOt-owXLHDdYs2SQ06-h6MC70IPlA=s600,https://ifoodie.tw/restaurant/61ead5c67cc7fc50a232865e-Meecha-Meecha,,Meecha Meecha,,NA,NA,
1644,two,英雄塚,4.4,179,4.5,3,,,臺北市信義區松隆路9巷32號,信義區,松隆路,,0,0,1,0,0,0,0,0,0,0,0,0,1,1200,xinyi_224.png,00:00-06:00,休息,23:30-00:00,"00:00-06:00, 23:30-00:00","00:00-06:00, 23:30-00:00","00:00-06:00, 23:30-00:00","23:30-00:00, 00:00-06:00",https://lh3.googleusercontent.com/8Z6U9kYHQlD2Vp-Nq_cFHFg3IktzxoY_xzYp5OUqX5BqeLpIuXYFC6VtjuAtmZVCpZ3KHLQ606F_I6sdGM_W5aKT9nXwpAQGUnl9KA5eb76LgQ=s600,https://ifoodie.tw/restaurant/5d244e5e2261393c4e34a9c1-%E8%8B%B1%E9%9B%84%E5%A1%9A,,英雄塚,,NA,NA,
1645,two,簡單李 台北新光三越A8門市,4,61,3.9,2,,,臺北市信義區松高路12號B2F,信義區,松高路,,0,0,0,0,0,0,0,0,0,0,1,0,0,300,xinyi_225.png,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:00,11:00-22:00,11:00-21:30,https://lh3.googleusercontent.com/dX8L9aHMq1afwpL1DaKP7FxhIewcCNP62V-G-Pzn_P1GpzLnL_V1d3IdwjZCaSbHE6yXo93oXn03rwTsxy7_bh07yrQiWI4Z2wDmHd7dBxh8=s600,https://ifoodie.tw/restaurant/62144532781cc0117672b7f8-%E7%B0%A1%E5%96%AE%E6%9D%8E-%E5%8F%B0%E5%8C%97%E6%96%B0%E5%85%89%E4%B8%89%E8%B6%8AA-%E9%96%80%E5%B8%82,,簡單李 台北新光三越A8門市,,NA,NA,
1646,two,HANNA Pasta Café パスタ カフェ,4.7,488,4.6,2,,,臺北市信義區逸仙路42巷17號,信義區,逸仙路,,0,0,0,0,0,0,0,0,1,0,0,0,0,250,xinyi_226.png,休息,"11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30",https://lh3.googleusercontent.com/JJs41cyKM1ryD-nxMgYe6WlaR9u7wbnXKBV0DMr0D-Y1G469YwRaut9kApfy7Z-dI86ZONC_oLFsR4wEOaHtFQhNVN4wOcYvjRSklI8sNep43w=s600,https://ifoodie.tw/restaurant/62ae22a2a627287daebd8e92-HANNA-Pasta-Caf-,,HANNA Pasta Café パスタ カフェ,,NA,NA,
1647,two,焦糖楓串燒連鎖第一品牌/永吉店(內用.外帶),4.6,2609,4.5,43,,,臺北市信義區永吉路30巷120號,信義區,永吉路,,0,1,1,0,0,0,0,0,0,0,0,0,0,200,xinyi_228.png,"00:00-00:30, 16:30-00:00","00:00-00:30, 16:30-00:00","00:00-00:30, 16:30-00:00","00:00-00:30, 16:30-00:00","00:00-00:30, 15:30-00:00","00:00-00:30, 15:30-00:00","15:30-00:00, 00:00-00:30",https://lh3.googleusercontent.com/wSan7LudbfU1lycEEwhqXZfa9hIrMEXi_fG-Hybvi9EtJPUo-ucLQN5Bgf5eMBBQKIEPiQXAc8V79ypjAgNHogUtcFRfsr2AjCFlHwfwp-WbDg=s600,https://ifoodie.tw/restaurant/56d72ccd2756dd2ab04a2184-%E7%84%A6%E7%B3%96%E6%A5%93%E4%B8%B2%E7%87%92%E6%BC%A2%E6%96%B9%E7%84%A1%E7%83%9F%E6%92%92%E7%B2%89-%E6%B0%B8%E5%90%89%E7%9B%B4%E7%87%9F%E5%BA%97,,焦糖楓串燒漢方無烟撒粉 永吉直營店,,NA,NA,
1648,two,富察家 Fuca hala,4.5,396,4.5,4,,,臺北市信義區虎林街132巷36號,信義區,虎林街,,0,0,1,0,0,0,0,0,0,0,0,0,0,250,xinyi_229.png,"12:00-13:30, 17:30-20:30","12:00-13:30, 17:30-20:30","12:00-13:30, 17:30-20:30","12:00-13:30, 17:30-20:30","12:00-13:30, 17:30-20:30","12:00-13:30, 17:30-20:30",休息,https://lh3.googleusercontent.com/9zOOJKt_5Njxy8w1VsIqHV9dL_MXanpDOPvAkyEy546B081j5drtcXb0Rcslo62l1w5Zv6OJDh2Nf7omUaz5GI2LWS3pQGSzre84OWZuS36--Q=s600,https://ifoodie.tw/restaurant/620e5ab9781cc07d431f77f9-%E5%AF%8C%E5%AF%9F%E5%AE%B6-Fuca-hala,,富察家 Fuca hala,,NA,NA,
1649,two,帕泰家Baan Phadthai 新光A8店,4.3,1244,4.3,8,,,信義區松高路12號B1,信義區,松高路,,0,1,0,0,0,0,0,0,0,0,0,0,0,600,xinyi_230.png,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:00,11:00-22:00,11:00-21:30,https://lh3.googleusercontent.com/27L_H0M85FYaRlOQNkapLLcHiJzsir82Ak1pqGuPTwFYwXQZUIGk6iXAD6wYNYRiibbxhuKbv3BJ07a7N__bM_dj-sgxRvoawC52qUuKpchW=s600,https://ifoodie.tw/restaurant/6138bd647cc7fc7b1df79aa4-%E5%B8%95%E6%B3%B0%E5%AE%B6Baan-Phadthai-%E6%96%B0%E5%85%89A,,帕泰家Baan Phadthai 新光A8店,,NA,NA,
1650,two,汰汰熱情酒場 (巿府店),4,420,4.3,15,,,臺北市信義區基隆路一段147巷5弄7號,信義區,基隆路,一段,0,1,1,0,0,0,1,0,0,0,0,0,0,1000,xinyi_232.png,"00:00-00:30, 17:30-00:00","00:00-00:30, 17:30-00:00","00:00-00:30, 17:30-00:00","00:00-00:30, 17:30-00:00","00:00-00:30, 17:30-00:00","00:00-00:30, 17:30-00:00","17:30-00:00, 00:00-00:30",https://lh3.googleusercontent.com/hoJ4-NMQlEHCOj5QyHNEqXR8GdJ_lgRqOE5fJgd27uaYqcr_0M0qtLdEEZrZzGkrgTZ-H8rE3L3_4RJj6wC_wOu1AngrekJs=s600,https://ifoodie.tw/restaurant/5ed7728f2261397257131132-%E6%B1%B0%E6%B1%B0%E7%86%B1%E6%83%85%E9%85%92%E5%A0%B4-%E5%B7%BF%E5%BA%9C%E5%BA%97,,汰汰熱情酒場 巿府店,,NA,NA,
1651,two,新亞鐵板燒,4.2,834,4.3,1,,,臺北市信義區信義路六段98號,信義區,信義路,六段,0,1,0,0,0,0,0,0,0,0,0,0,0,250,xinyi_233.png,"11:00-14:00, 17:00-22:00",休息,"11:00-14:00, 17:00-22:00","11:00-14:00, 17:00-22:00","11:00-14:00, 17:00-22:00","11:00-14:00, 17:00-22:00","11:00-14:00, 17:00-22:00",https://lh3.googleusercontent.com/EjjHWHVQfdgJem9_Vd32fZ6TgkNFhiQ1HMIsxDpnETAnRKycigBeC3-VJ4l9oAGp_WZZeyS4bgRZBGgGbfMZFKqdUzVmZmfO62DQAS_KT7cW=s600,https://ifoodie.tw/restaurant/639f2604d20d877be1e45770-%E6%96%B0%E4%BA%9E%E9%90%B5%E6%9D%BF%E7%87%92,,新亞鐵板燒,,NA,NA,
1652,two,kafeD 台北101店,4.6,237,4.6,6,,,臺北市信義區信義路五段7號89樓,信義區,信義路,五段,0,0,0,0,0,0,0,0,0,0,1,0,0,300,xinyi_234.png,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,https://lh3.googleusercontent.com/t-qTr0Lx1OnYCMrxHoDevm3uF5E9Dt_Bka2Wazu_n6tW3lHRV3_LHUBGu8KqBSDUkRbhnN66yBoJrQStNlmf6eIln8gMyNpNqo0Gu7VCcae1=s600,https://ifoodie.tw/restaurant/62cb9090873d794448a7084d-kafeD%E5%92%96%E5%95%A1%E6%BB%B4-%E5%8F%B0%E5%8C%97-%E5%BA%97,,kafeD咖啡滴 台北101店,,NA,NA,
1653,two,齊媽媽 信義A13美食街B3,4.2,49,4.4,2,,,臺北市信義區松仁路58號,信義區,松仁路,,0,1,0,0,0,0,0,0,0,0,0,0,0,189,xinyi_235.png,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:30,11:00-21:30,11:00-21:00,https://lh3.googleusercontent.com/dhN90qdN1gGV6aFahrXIPnvegZHulFXp198y3QHgvcrJb_Xxd41qhiD_O3DtiwS00k6Y-AmUC1ll4TXAISe0n4iD4h-XertEEjQp7PIp6hk=s600,https://ifoodie.tw/restaurant/63a5499c01ba335a3676982c-%E9%BD%8A%E5%AA%BD%E5%AA%BD-%E4%BF%A1%E7%BE%A9A-%E7%BE%8E%E9%A3%9F%E8%A1%97B-,,齊媽媽 信義A13美食街B3,,NA,NA,
1654,two,默爾 pasta pizza(台北誠品信義店),4.2,721,4.3,16,,,臺北市信義區松高路11號5樓,信義區,松高路,,0,0,0,0,0,0,0,0,1,0,0,0,0,500,xinyi_236.png,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,https://lh3.googleusercontent.com/i8acdafH0z8jiJShv3gryYEONQHbcpiUjFakaY9-L3Q8XrIT55gmG8OnSFdjKDNvh62pI1eHKFZxeyy0jmri_X_jhN3vkw=s600,https://ifoodie.tw/restaurant/5efef600d6895d0c8e7a2597-%E9%BB%98%E7%88%BE-pasta-pizza-%E4%BF%A1%E7%BE%A9%E8%AA%A0%E5%93%81%E5%BA%97,,默爾 pasta pizza 信義誠品店,,NA,NA,
1655,two,歐拉歐拉オラオラ,4.3,558,4.1,1,,,臺北市信義區松壽路20號1樓,信義區,松壽路,,0,0,0,0,0,0,1,0,0,0,0,0,0,500,xinyi_238.png,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,"00:00-02:00, 11:00-00:00","11:00-00:00, 00:00-02:00",https://lh3.googleusercontent.com/jkEDnKzizln1WANWIM0ouHUieq8Iiadz35DGPZ2oXeMFmSzx1HFjScmQY2Bj6fqnVbz1O80E_wWCDJR4O1kCQn4tToeXFkECFyf90pEhrOWPuQ=s600,https://ifoodie.tw/restaurant/63968fb2d20d877ee24fe62d-%E6%AD%90%E6%8B%89%E6%AD%90%E6%8B%89-,,歐拉歐拉オラオラ,,NA,NA,
1656,two,燒丼株式会社 信義威秀店,3.7,722,3.8,44,,,臺北市信義區松壽路20號2樓,信義區,松壽路,,0,1,1,0,0,0,0,0,0,0,0,0,0,350,xinyi_239.png,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,https://lh4.ggpht.com/C3P5mOTlJtVjwLqMIFU_DVcGrcJl5nnMQRZW64_7uhfZ5zhQei-lJkzjx_BKNP10NW4WtoDni6C1kxjB5h0MoKL2mR7o6g=s600,https://ifoodie.tw/restaurant/559dd9cfc03a103ee86cb476-%E7%87%92%E4%B8%BC%E6%A0%AA%E5%BC%8F%E6%9C%83%E7%A4%BE,,燒丼株式會社,,NA,NA,
1657,two,喬叔廚房 JOE’S Kitchen Taipei,4.4,665,4.5,1,,,臺北市信義區中坡南路34號,信義區,中坡南路,,0,0,0,0,0,0,0,0,0,0,0,0,0,150,xinyi_240.png,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:00,11:30-22:00,11:30-22:00,https://lh3.googleusercontent.com/cBxuKdVjzyZo0j3IKo_zIW-qMosIZIB_ucetsC5JIQLAInpxyQDTxQowgL9ryWIeRot-cQI5TWAUNsN0cTNtIGrEEWzvkWGF_d8XSJx-B2g=s600,https://ifoodie.tw/restaurant/639560f1faabb42e30c9fb1d-%E5%96%AC%E5%8F%94%E5%BB%9A%E6%88%BF-JOE-S-Kitchen-T,,喬叔廚房 JOE’S Kitchen Taipei,,NA,NA,
1658,two,山口小鼎膾,4,294,4.2,5,,,臺北市信義區松仁路28號,信義區,松仁路,,0,0,1,0,0,0,0,0,0,0,0,0,0,500,xinyi_242.png,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:00,11:00-22:00,11:00-21:30,https://lh3.googleusercontent.com/jH6-ws0_izyMC--c8J8BhhQicqE06GGJz3OLzyp9ne8RPTxWm5K-4ohTrgfCkqGK8frE9YMN_XySdC6cqDYTGWRbqbM7rg=s600,https://ifoodie.tw/restaurant/5cb6ac7223679c3aa35737a0-%E5%B0%8F%E9%BC%8E%E8%86%BE,,小鼎膾,,NA,NA,
1659,two,芝香雞肉飯 涼麵,4,1642,4,15,,,臺北市信義區忠孝東路五段143號,信義區,忠孝東路,五段,0,1,0,0,0,0,0,0,0,0,0,0,0,150,xinyi_243.png,"00:00-06:00, 11:00-00:00","00:00-06:00, 11:00-00:00","00:00-06:00, 11:00-00:00","00:00-06:00, 11:00-00:00","00:00-06:00, 11:00-00:00","00:00-06:00, 21:00-00:00","11:00-00:00, 00:00-06:00",https://lh3.googleusercontent.com/MuMUBpf1VfGkNfgELRWHf84aBDj1lS9Op0xgv02mOymlyyN5zHXJ5NplKPwEbnlLENko67yMIh-CgIO814qA3oTn22qlTzwoYu72zIHdIA=s600,https://ifoodie.tw/restaurant/5a80867f2756dd2af1c6b341-%E8%8A%9D%E9%A6%99%E6%B6%BC%E9%BA%B5,,芝香涼麵,,NA,NA,
1660,two,The MAPLE MANIA 楓糖男孩,4.4,24,4.5,1,,,臺北市信義區松高路12號B2F,信義區,松高路,,0,0,0,0,0,0,0,0,0,0,1,0,0,600,xinyi_244.png,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:00,11:00-22:00,11:00-21:30,https://lh3.googleusercontent.com/IX8olg-9Mlg4yRUofRtL5EvtE-22icuneG8UhSlvgiM1w8UyzexQzVIkdgWaya84mt5_znTfqvu9Tst-EdikLAlV91AJ-nymLRPUiI6-W_ne=s600,https://ifoodie.tw/restaurant/63904ba6b4478b49e622de2e-The-MAPLE-MANIA-%E6%A5%93%E7%B3%96%E7%94%B7%E5%AD%A9,,The MAPLE MANIA 楓糖男孩,,NA,NA,
1661,two,伊茲密爾土耳其廚房 Izmir Turk Kitchen,4.7,216,4.8,1,,,臺北市信義區基隆路一段147巷14號,信義區,基隆路,一段,0,1,0,0,0,0,0,0,0,0,0,0,0,1200,xinyi_245.png,休息,"11:30-14:30, 17:00-21:00","11:30-14:30, 17:30-21:00","11:30-14:30, 17:30-21:00","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30","11:30-14:30, 17:30-21:30",https://lh3.googleusercontent.com/i3yddVWABdrHE3skfKhevWrwxrbFPsFxN9G4YkVqVCL_Fv1qdrtC0C86RNsCjrzXHYlN0HyD5kbXPSiueU5--aZ_QBXzvHTGMNus7Oo9TFqe=s600,https://ifoodie.tw/restaurant/6390958a01ba334db37a8537-%E4%BC%8A%E8%8C%B2%E5%AF%86%E7%88%BE%E5%9C%9F%E8%80%B3%E5%85%B6%E5%BB%9A%E6%88%BF-Izmir-Turk,,伊茲密爾土耳其廚房 Izmir Turk Kitchen,,NA,NA,
1662,two,品。好乳酪蛋糕(誠品信義店),4,32,4.2,1,,,臺北市信義區松高路11號B2,信義區,松高路,,0,0,0,0,0,0,0,0,0,0,1,0,0,600,xinyi_246.png,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:00-22:00,https://lh3.googleusercontent.com/4xJ7CugvUUHGQQnvlJ_PfvvRU9XNpwv8UR-fpnC-cnfRGstOfTO2N2L6us7eUrS8316Vg11EBFIZSpYjeV7SxWREK-b2_AjhAxXAssoamNPY=s600,https://ifoodie.tw/restaurant/6390985fd20d872e4ec0e2f1-%E5%93%81-%E5%A5%BD%E4%B9%B3%E9%85%AA%E8%9B%8B%E7%B3%95-%E8%AA%A0%E5%93%81%E4%BF%A1%E7%BE%A9%E5%BA%97-,,品。好乳酪蛋糕(誠品信義店),,NA,NA,
1663,two,放 Fun Dining串燒酒肴｜台北串燒居酒屋推薦｜和洋創作酒肴｜Fun Dining Kushiyaki Izakaya/ Bistro,4.9,95,4.8,1,,,臺北市信義區嘉興街70之3號1樓,信義區,嘉興街,,0,0,1,0,0,0,0,0,0,0,0,0,0,80,xinyi_248.png,18:00-00:00,18:00-00:00,18:00-00:00,18:00-00:00,18:00-00:00,18:00-00:00,休息,https://lh3.googleusercontent.com/pLd29W1H0lgMV9QbuejsELgosPXkUhEsRBvkSo1GHgbL20bI93cxuKFTkZKJtqyhAsdZf6WmozoTRiXsCg59XNzp40G0pJUkd4JJWcArWlE=s600,https://ifoodie.tw/restaurant/638d4a43a3662f3071874eb6-%E6%94%BE-Fun-Dining%E4%B8%B2%E7%87%92%E9%85%92%E8%82%B4-%E5%92%8C%E6%B4%8B%E5%89%B5,,放 Fun Dining串燒酒肴｜和洋創作酒肴｜Fun Dining Kushiyaki Izakaya/ Bistro,,NA,NA,
1664,two,Tamed Fox 信義店,4.3,836,4.5,13,,,臺北市信義區松仁路91號B1,信義區,松仁路,,1,0,0,0,0,0,0,0,0,0,1,0,0,5000,xinyi_249.png,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,https://lh3.googleusercontent.com/AKvTAmY66ccsILzon0Yak8E7S_7jdl1ppZ3h6oIMVGlPOhJ2eydFjojQbkOWXXG2i-PeaSMVzwBTCKG_pxHZlaNzRgKTin5C=s600,https://ifoodie.tw/restaurant/5f6ac9528c906d7bbb19c444-Tamed-Fox-XINYI,,Tamed Fox XINYI,,NA,NA,
1665,two,焼肉スマイル（燒肉Smile）台北忠孝店,4.8,12689,4.8,14,,,臺北市信義區忠孝東路五段497號2樓,信義區,忠孝東路,五段,0,1,1,0,0,0,0,0,0,0,0,0,0,550,xinyi_251.png,"00:00-04:00, 11:00-00:00","00:00-04:00, 11:00-00:00","00:00-04:00, 11:00-00:00","00:00-04:00, 11:00-00:00","00:00-04:00, 11:00-00:00","00:00-04:00, 11:00-00:00","11:00-00:00, 00:00-04:00",https://lh3.googleusercontent.com/Nl93FhWTrdRuUh7E5H0Xy_k0WfVkaRWEWtMBkKcJ8t0V_tHKmpTOxA7cRdEfTvKVAhYW2Pzo13RLvBVpNEQRABLjhGCQVdYvz5-KZb2eQain=s600,https://ifoodie.tw/restaurant/5f4734e28c906d25d7accfb6-%E7%84%BC%E8%82%89-%E7%87%92%E8%82%89Smile-%E5%8F%B0%E5%8C%97%E5%BF%A0%E5%AD%9D%E5%BA%97,,焼肉スマイル（燒肉Smile） 台北忠孝店,,NA,NA,
1666,two,隨意鳥地方101觀景餐廳,4.1,3744,3.9,34,,,臺北市信義區信義路五段7號85F,信義區,信義路,五段,0,0,0,0,0,0,1,0,1,0,1,0,0,300,xinyi_252.png,"11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30",https://lh3.googleusercontent.com/p9XKAMm693XKLOoYFOsjvOOJZbkrKv60536y6YzAOLY0VzcDaoJwlysfly4l-gJrIZq8gWUZpE3FEYLeCcfo6-zdab0cC47w9lDcZXY_1jI7=s600,https://ifoodie.tw/restaurant/559d5ff1c03a103ee86c6b43-%E9%9A%A8%E6%84%8F%E9%B3%A5%E5%9C%B0%E6%96%B9-%E8%A7%80%E6%99%AF%E9%A4%90%E5%BB%B3-Diamond-T,,隨意鳥地方101觀景餐廳 Diamond Tony's 101 Panorama Restaurant,,NA,NA,
1667,two,薩朵披薩餐酒館salto pizzeria&bistro,4.3,942,4.6,11,,,臺北市信義區忠孝東路五段524巷26號,信義區,忠孝東路,五段,0,0,0,0,0,0,0,0,1,0,0,0,0,700,xinyi_253.png,"11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:30-21:30","11:30-15:00, 17:00-21:30","11:30-15:00, 17:00-21:30","11:30-15:00, 17:00-21:30",https://lh3.googleusercontent.com/OKgo0BE4u5tvdkQmMneRz_fpnBbYxaJbCSKmgaw0cF9iVXr5TWNWj7Ke2XkfCs6tt3H4IwbN_3XWtCQaKmE6QZzgoGhoQ61E=s600,https://ifoodie.tw/restaurant/5e2488632261395ebb65935f-%E8%96%A9%E6%9C%B5%E6%8B%BF%E5%9D%A1%E9%87%8C%E6%8A%AB%E8%96%A9%E9%A4%90%E5%BB%B3-SALTO-Pizz,,薩朵拿坡里披薩餐廳 SALTO Pizzeria,,NA,NA,
1668,two,開飯川食堂 市府店,4.2,1331,4.2,30,,,臺北市信義區忠孝東路五段8號7樓,信義區,忠孝東路,五段,0,0,0,0,0,0,0,0,0,0,1,0,0,3000,xinyi_254.png,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:00,11:00-22:00,11:00-21:30,https://lh3.googleusercontent.com/8_VZu3buVYGUJBqWfLZ_R8Qx7XGkgA5B_GXof2MqvinLxuLRx_L5EF0viKZf389kJMAefZ3GIp1_FxYjMHRx0OgHuTlyvpVwyXfEW3KjJaT2=s600,https://ifoodie.tw/restaurant/559d455ec03a103ee86c5af2-%E9%96%8B%E9%A3%AF%E5%B7%9D%E9%A3%9F%E5%A0%82,,開飯川食堂,,NA,NA,
1669,two,宜蘭正常鮮肉小籠湯包-松山店,3.6,951,3.6,4,,,臺北市信義區虎林街53之1號1樓,信義區,虎林街,,0,1,0,0,0,0,0,0,0,0,0,0,0,700,xinyi_255.png,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,https://lh5.ggpht.com/cDkNGTlRlYeX76RsdGaYRzQKFwuSo0Ywk0cuC64uarD4rmTpANcvHyCmRWr0ffS--VaD-WQkqjuNfYsouP31TnXZDoR6aIi_=s600,https://ifoodie.tw/restaurant/55a5dfb3c03a102ec14153dc-%E5%AE%9C%E8%98%AD%E6%AD%A3%E5%B8%B8%E9%AE%AE%E8%82%89%E5%B0%8F%E7%B1%A0%E6%B9%AF%E5%8C%85,,宜蘭正常鮮肉小籠湯包,,NA,NA,
